id;nazwa_wojewodztwa;kod_rynku;kod_branzy;liczba_pracownikow;zrodlo_rejestr;data_rejestracji;data_ostatnie_zamowienie;obecnosc_w_internecie;jakosc_strony_www;allegro;srednia_liczba_odslon;hurt;target_wartosc_sprzedazy
82591;wielkopolskie;KNW;1402;;CEIDG;2020-05-21;2020-05-22;nie ma strony www;;NIE;;0;3456
47531;wielkopolskie;POW;98;;CEIDG;1997-01-01;2020-08-04;nie ma strony www;;NIE;;0;3456
35739;kujawsko-pomorskie;TOW;5;1 osoba;CEIDG;2010-11-08;2020-01-08;ma stronê www;51;NIE;69;0;3456
56330;wielkopolskie;POW;968;;CEIDG;2016-09-02;2020-09-28;e-commerce;54;NIE;173;1;3456
56358;pomorskie;GDW;1171;;CEIDG;2013-03-04;2020-05-18;ma stronê www;55;NIE;173;0;3456
62279;kujawsko-pomorskie;WLW;968;;CEIDG;2017-06-01;2019-11-08;nie ma strony www;;NIE;;0;3456
81460;kujawsko-pomorskie;TOW;1386;;CEIDG;2019-12-13;2020-08-07;ma stronê www;46;NIE;173;1;3456
81897;podkarpackie;TBW;526;;CEIDG;2020-02-03;2020-02-19;nie ma strony www;;NIE;;1;3456
66677;mazowieckie;GAW;1386;1 osoba;CEIDG;2018-01-10;2020-07-29;nie ma strony www;;NIE;;0;3456
66693;pomorskie;GDW;1386;;CEIDG;2018-01-02;2020-03-06;nie ma strony www;;NIE;;0;3456
80018;lubelskie;LBW;1386;;CEIDG;2019-08-06;2019-08-07;ma stronê www;74;NIE;173;0;3456
73560;pomorskie;GDW;522;;CEIDG;2018-11-10;2020-04-21;nie ma strony www;;NIE;;0;3456
68876;mazowieckie;LNW;411;;CEIDG;2018-03-01;2019-11-28;ma stronê www;65;NIE;173;0;3456
68906;pomorskie;GDW;968;;CEIDG;2018-03-05;2020-03-17;nie ma strony www;;NIE;;1;3456
75136;pomorskie;GDW;907;;CEIDG;2016-04-04;2019-09-16;e-commerce;72;NIE;173;0;3456
75300;dolnoœl¹skie;WRW;907;;CEIDG;2015-09-01;2020-09-09;ma stronê www;61;NIE;173;0;3456
80164;œl¹skie;CZW;1433;;CEIDG;2012-07-15;2019-08-21;ma stronê www;76;NIE;173;0;3456
80330;opolskie;OPW;968;;CEIDG;2019-09-02;2019-09-03;nie ma strony www;;NIE;;0;3456
15561;ma³opolskie;KRW;755;6-10 osób;CEIDG;2005-01-25;2020-05-12;ma stronê www;57;NIE;173;0;3450
53725;ma³opolskie;NSW;98;;CEIDG;1999-06-01;2020-04-29;ma stronê www;41;NIE;173;0;3450
59103;œl¹skie;BBW;522;;CEIDG;2017-01-02;2020-03-02;ma stronê www;48;NIE;173;0;3450
68523;pomorskie;GDW;437;2-5 osób;CEIDG;1993-08-02;2020-08-26;ma stronê www;41;NIE;173;1;3450
57868;kujawsko-pomorskie;WLW;411;;CEIDG;2012-06-06;2020-02-13;ma stronê www;44;NIE;172;0;3448
72938;³ódzkie;LDW;5;;CEIDG;2018-10-15;2020-03-19;ma stronê www;76;NIE;172;1;3447
44858;pomorskie;GDW;437;;CEIDG;2012-07-23;2020-08-03;ma stronê www;53;NIE;172;0;3446
76164;opolskie;OPW;10001;6-10 osób;CEIDG;1994-12-01;2020-02-19;ma stronê www;63;NIE;172;1;3440
12035;zachodniopomorskie;SZW;1574;2-5 osób;KRS;2004-01-01;2019-12-06;ma stronê www;73;NIE;172;0;3437,6
20927;œl¹skie;CZW;755;1 osoba;CEIDG;1990-12-01;2019-04-03;ma stronê www;70;NIE;68;1;3420
51349;warmiñsko-mazurskie;OLW;907;2-5 osób;CEIDG;2016-01-15;2019-02-21;ma stronê www;73;NIE;171;0;3420
35234;pomorskie;GDW;526;1 osoba;CEIDG;2012-01-01;2019-11-06;ma stronê www;40;NIE;68;1;3420
49960;œwiêtokrzyskie;KIW;1433;21-50 osób;CEIDG;2002-01-01;2020-04-14;ma stronê www;45;NIE;171;0;3418
35791;warmiñsko-mazurskie;ELW;968;;CEIDG;2012-05-28;2020-08-12;ma stronê www;80;NIE;171;0;3412
36572;wielkopolskie;LSW;10001;;CEIDG;2006-06-01;2020-09-11;ma stronê www;42;NIE;171;0;3410
43426;pomorskie;GDW;411;;CEIDG;2015-06-08;2018-11-16;ma stronê www;52;NIE;170;1;3408
79084;ma³opolskie;KRW;1387;;CEIDG;2019-05-23;2020-10-27;ma stronê www;44;NIE;170;1;3408
15602;dolnoœl¹skie;WRW;10001;;CEIDG;1992-12-03;2020-04-02;ma stronê www;54;NIE;170;0;3400
57859;mazowieckie;GAW;1402;;CEIDG;2008-08-06;2019-03-04;ma stronê www;75;NIE;170;0;3400
3729;ma³opolskie;KRW;755;1 osoba;CEIDG;1996-01-03;2018-11-16;e-commerce;47;NIE;68;0;3400
14668;œwiêtokrzyskie;KIW;5;1 osoba;CEIDG;2003-01-28;2020-01-16;ma stronê www;49;NIE;68;0;3400
34880;dolnoœl¹skie;WRW;526;2-5 osób;CEIDG;2011-11-14;2018-07-09;ma stronê www;58;NIE;170;1;3400
12024;ma³opolskie;NSW;1574;6-10 osób;KRS;2000-01-01;2020-03-04;ma stronê www;53;NIE;170;0;3400
19596;opolskie;OPW;10001;6-10 osób;CEIDG;2003-11-19;2018-10-02;e-commerce;54;TAK;170;0;3400
8381;lubelskie;ZMW;5;6-10 osób;CEIDG;2000-08-09;2019-02-25;ma stronê www;46;NIE;170;0;3400
70752;dolnoœl¹skie;WRW;848;;CEIDG;2018-06-04;2018-07-20;ma stronê www;51;NIE;170;1;3400
42118;zachodniopomorskie;SZW;10001;;CEIDG;2009-05-13;2019-02-27;ma stronê www;56;NIE;170;0;3400
63897;wielkopolskie;KNW;1387;;CEIDG;2017-09-09;2018-01-04;ma stronê www;75;NIE;170;0;3400
75920;ma³opolskie;NSW;10001;;CEIDG;2019-01-02;2020-06-30;ma stronê www;62;NIE;170;0;3400
73926;mazowieckie;WAW;1433;;CEIDG;2018-12-13;2019-07-12;ma stronê www;61;NIE;170;0;3400
52014;kujawsko-pomorskie;BDW;98;;CEIDG;2016-04-01;2018-12-10;nie ma strony www;;NIE;;1;3390
66938;podlaskie;BIW;907;;CEIDG;2018-01-08;2020-05-11;ma stronê www;59;NIE;169;0;3387
37370;kujawsko-pomorskie;BDW;437;2-5 osób;CEIDG;2013-03-01;2020-07-03;ma stronê www;75;NIE;169;0;3384
67804;œl¹skie;GLW;1402;;CEIDG;2018-02-12;2019-04-05;ma stronê www;59;NIE;169;0;3384
44926;podlaskie;BIW;437;;CEIDG;2014-09-01;2019-09-27;e-commerce;47;NIE;169;0;3379
30407;œl¹skie;TYW;10001;2-5 osób;CEIDG;1992-09-14;2020-09-21;ma stronê www;72;NIE;169;0;3373
12961;opolskie;OPW;10001;2-5 osób;CEIDG;1999-01-12;2020-10-01;ma stronê www;75;NIE;169;0;3370
32000;podkarpackie;KOW;5;;CEIDG;2006-01-01;2020-05-18;ma stronê www;54;NIE;168;0;3369,6
66363;zachodniopomorskie;KSW;98;;CEIDG;2006-01-23;2020-10-07;ma stronê www;63;NIE;168;0;3368
2031;wielkopolskie;POW;755;1 osoba;CEIDG;1993-12-01;2018-03-29;ma stronê www;79;NIE;67;0;3363
5808;³ódzkie;LDW;848;;CEIDG;1991-03-04;2018-08-22;e-commerce;44;NIE;168;0;3363
48512;mazowieckie;SDW;526;;CEIDG;2015-11-02;2019-03-15;ma stronê www;49;NIE;168;0;3363
35136;mazowieckie;OSW;1433;;CEIDG;2011-12-07;2018-05-21;ma stronê www;44;NIE;168;0;3363
70634;zachodniopomorskie;SZW;1574;;CEIDG;2018-06-01;2018-06-22;ma stronê www;77;NIE;168;1;3363
53872;œl¹skie;DGW;968;;CEIDG;2016-03-09;2018-07-20;e-commerce;43;NIE;168;0;3363
74745;mazowieckie;LNW;437;1 osoba;CEIDG;1991-01-23;2018-12-21;e-commerce;54;NIE;67;1;3363
39643;œl¹skie;DGW;5;;CEIDG;2014-01-01;2018-06-08;ma stronê www;41;NIE;168;0;3362
63421;mazowieckie;WAW;1171;;CEIDG;2014-09-22;2020-03-23;ma stronê www;60;NIE;168;0;3361
77208;mazowieckie;WAW;5;;CEIDG;2019-02-08;2019-06-25;nie ma strony www;;NIE;;0;3360
51676;mazowieckie;SDW;526;;CEIDG;2013-10-29;2020-07-23;ma stronê www;45;NIE;168;0;3360
65507;wielkopolskie;POW;1171;;CEIDG;2017-11-15;2020-09-09;ma stronê www;66;TAK;168;0;3360
77420;œl¹skie;BBW;98;;CEIDG;2018-08-08;2019-11-25;ma stronê www;71;NIE;168;0;3360
28391;warmiñsko-mazurskie;OLW;1386;;CEIDG;2002-06-01;2019-03-08;nie ma strony www;;NIE;;0;3360
72194;warmiñsko-mazurskie;OLW;10001;;CEIDG;2018-09-03;2019-08-21;ma stronê www;76;NIE;168;1;3360
82807;œl¹skie;KTW;526;;CEIDG;2020-06-16;2020-06-16;ma stronê www;58;NIE;168;0;3360
24446;dolnoœl¹skie;LGW;437;6-10 osób;CEIDG;2001-09-21;2020-01-15;ma stronê www;67;NIE;168;0;3360
82599;warmiñsko-mazurskie;ELW;411;;CEIDG;2020-05-19;2020-05-26;nie ma strony www;;NIE;;0;3360
53291;pomorskie;GDW;1387;;CEIDG;2008-11-19;2019-09-02;ma stronê www;52;NIE;168;0;3360
58641;opolskie;OPW;907;;CEIDG;2016-11-02;2019-05-20;ma stronê www;57;NIE;168;0;3360
81507;ma³opolskie;KRW;1387;;CEIDG;2020-01-03;2020-05-15;ma stronê www;69;NIE;168;0;3360
79369;zachodniopomorskie;KSW;437;;CEIDG;2019-06-08;2019-07-26;nie ma strony www;;NIE;;0;3360
65953;dolnoœl¹skie;WRW;652;;CEIDG;2017-12-01;2019-02-19;nie ma strony www;;NIE;;1;3360
78942;pomorskie;GDW;526;;CEIDG;2019-05-14;2019-05-17;nie ma strony www;;NIE;;0;3360
79117;podkarpackie;RZW;98;;CEIDG;2019-06-01;2019-07-17;ma stronê www;52;NIE;168;0;3360
80429;œl¹skie;RBW;1433;;CEIDG;2019-09-09;2019-10-08;ma stronê www;74;NIE;168;0;3360
44959;pomorskie;GDW;968;;CEIDG;1993-07-01;2019-06-14;ma stronê www;52;NIE;168;0;3358
3303;wielkopolskie;LSW;10001;101-250 osób;KRS;2000-01-01;2019-11-13;ma stronê www;76;NIE;1 678;1;3355
39187;mazowieckie;WAW;968;;CEIDG;2008-09-08;2020-01-09;ma stronê www;48;NIE;168;1;3353
68695;œl¹skie;TYW;1387;;KRS;2018-03-05;2018-08-14;ma stronê www;47;NIE;168;0;3351
34919;zachodniopomorskie;KSW;848;;CEIDG;2011-11-08;2020-03-12;ma stronê www;58;NIE;168;1;3350
5172;œl¹skie;KTW;907;2-5 osób;CEIDG;2003-05-23;2020-09-22;ma stronê www;77;NIE;168;0;3350
8739;mazowieckie;WAW;755;6-10 osób;CEIDG;1990-12-01;2020-05-26;ma stronê www;72;NIE;168;0;3350
55511;³ódzkie;LDW;1386;;CEIDG;2010-11-22;2020-09-28;ma stronê www;46;NIE;168;0;3350
35856;wielkopolskie;KLW;98;;CEIDG;2009-09-15;2019-10-10;ma stronê www;52;NIE;168;1;3350
11813;dolnoœl¹skie;WBW;522;2-5 osób;KRS;1993-12-01;2020-06-10;ma stronê www;46;NIE;167;0;3340
20359;mazowieckie;WAW;437;;CEIDG;2007-08-20;2019-08-06;nie ma strony www;;NIE;;0;3336
74881;podkarpackie;RZW;1574;;CEIDG;2012-08-28;2019-10-10;ma stronê www;75;NIE;167;0;3336
53055;mazowieckie;WAW;1387;;CEIDG;2016-07-12;2020-10-26;ma stronê www;63;NIE;167;0;3330
69808;mazowieckie;LNW;98;;CEIDG;2018-04-03;2020-03-02;ma stronê www;75;NIE;167;1;3330
51648;dolnoœl¹skie;WRW;437;1 osoba;KRS;2016-02-25;2019-04-24;ma stronê www;52;NIE;67;1;3330
15387;mazowieckie;GAW;1402;21-50 osób;CEIDG;1992-04-27;2020-05-04;ma stronê www;63;NIE;166;0;3324
76216;mazowieckie;RDW;652;;CEIDG;2011-03-10;2020-03-18;ma stronê www;78;NIE;166;0;3324
54819;³ódzkie;LDW;1171;;CEIDG;2011-06-13;2019-11-21;ma stronê www;64;NIE;166;1;3321,6
27384;opolskie;OPW;1574;1 osoba;CEIDG;1993-12-01;2020-08-17;ma stronê www;59;NIE;66;1;3320
34896;kujawsko-pomorskie;BDW;1171;;CEIDG;2011-11-08;2019-12-09;ma stronê www;79;NIE;166;1;3320
34196;œl¹skie;GLW;98;2-5 osób;CEIDG;2000-02-07;2020-09-16;ma stronê www;76;NIE;166;0;3320
65978;ma³opolskie;TRW;1386;;CEIDG;2017-12-04;2020-01-04;ma stronê www;51;NIE;166;1;3320
62971;œl¹skie;RBW;1386;;CEIDG;2017-07-10;2019-09-12;ma stronê www;53;NIE;166;0;3320
15544;ma³opolskie;KRW;98;6-10 osób;CEIDG;2004-02-10;2020-05-25;nie ma strony www;;NIE;;0;3318
19944;œwiêtokrzyskie;KIW;907;2-5 osób;CEIDG;2005-10-01;2020-03-03;nie ma strony www;;NIE;;0;3315
62156;podlaskie;BIW;1402;;CEIDG;2000-06-15;2020-06-02;ma stronê www;46;NIE;166;0;3315
45745;wielkopolskie;POW;968;;CEIDG;2014-07-03;2019-12-09;ma stronê www;74;NIE;166;0;3314
35392;pomorskie;GDW;5;;CEIDG;2008-02-01;2020-10-08;ma stronê www;68;NIE;166;0;3312
55233;warmiñsko-mazurskie;OLW;907;;CEIDG;2012-10-10;2020-07-30;ma stronê www;52;NIE;166;0;3312
1771;pomorskie;GDW;10001;11-20 osób;KRS;2008-12-16;2020-10-09;ma stronê www;47;NIE;165;0;3304
41212;œl¹skie;BBW;98;1 osoba;CEIDG;2009-01-12;2020-06-15;ma stronê www;52;NIE;66;0;3303
67007;mazowieckie;LNW;652;;CEIDG;2018-01-02;2020-09-25;ma stronê www;45;NIE;165;0;3303
11399;warmiñsko-mazurskie;ELW;526;11-20 osób;CEIDG;2001-01-01;2020-09-16;ma stronê www;80;NIE;165;1;3302
32717;wielkopolskie;KLW;848;2-5 osób;CEIDG;1992-12-01;2018-12-17;ma stronê www;57;NIE;165;0;3300
57175;wielkopolskie;POW;437;;CEIDG;2003-06-30;2020-06-08;e-commerce;56;NIE;165;0;3300
28597;dolnoœl¹skie;WRW;10001;;CEIDG;2009-01-01;2018-08-17;ma stronê www;46;NIE;165;1;3300
40450;dolnoœl¹skie;WRW;522;;KRS;2014-06-10;2018-07-06;ma stronê www;78;NIE;165;0;3300
13663;lubuskie;GWW;755;1 osoba;CEIDG;1993-04-03;2020-08-13;ma stronê www;54;NIE;66;0;3300
60411;lubelskie;LBW;1171;;CEIDG;2015-08-12;2020-10-08;ma stronê www;47;NIE;165;0;3300
13084;œl¹skie;KTW;907;1 osoba;CEIDG;1999-06-10;2019-12-17;ma stronê www;68;NIE;66;1;3300
13085;œl¹skie;KTW;907;2-5 osób;CEIDG;2002-01-01;2020-10-21;ma stronê www;73;NIE;165;0;3300
55028;mazowieckie;LNW;437;;CEIDG;2011-06-17;2020-05-29;ma stronê www;75;NIE;165;0;3300
42223;œl¹skie;DGW;1386;6-10 osób;CEIDG;2010-05-28;2019-03-29;ma stronê www;50;NIE;165;0;3300
73950;mazowieckie;WAW;1387;;CEIDG;2017-11-24;2018-11-23;ma stronê www;54;NIE;165;0;3300
80985;œl¹skie;DGW;907;;CEIDG;2019-11-04;2020-10-06;ma stronê www;77;NIE;165;1;3300
23082;ma³opolskie;KRW;5;6-10 osób;CEIDG;2008-09-02;2020-05-04;nie ma strony www;;NIE;;1;3298,4
2807;œl¹skie;KTW;526;6-10 osób;CEIDG;2003-05-23;2020-10-22;ma stronê www;73;NIE;165;0;3290
52605;dolnoœl¹skie;WRW;652;;KRS;2012-12-04;2020-10-22;ma stronê www;40;NIE;165;0;3290
57673;œl¹skie;RBW;1574;;CEIDG;2003-12-15;2020-09-03;ma stronê www;71;NIE;165;0;3290
47301;zachodniopomorskie;KSW;848;;CEIDG;2005-03-01;2020-05-07;ma stronê www;49;NIE;165;0;3290
56617;pomorskie;GDW;1574;;CEIDG;2005-11-14;2020-04-14;e-commerce;77;NIE;165;1;3290
81352;pomorskie;GDW;1386;;KRS;2019-12-13;2020-02-24;ma stronê www;65;NIE;165;0;3290
52263;lubelskie;LBW;652;;CEIDG;2016-06-04;2020-07-17;ma stronê www;49;NIE;164;0;3288
82857;lubelskie;LBW;652;;CEIDG;2020-06-23;2020-06-23;ma stronê www;48;NIE;164;0;3288
50552;zachodniopomorskie;SZW;652;;CEIDG;2015-12-11;2019-01-31;ma stronê www;68;NIE;164;0;3288
52414;pomorskie;GDW;1386;;CEIDG;2016-05-02;2020-02-11;ma stronê www;79;NIE;164;0;3280
33358;mazowieckie;WAW;755;1 osoba;CEIDG;2009-11-02;2019-09-26;ma stronê www;58;NIE;66;1;3280
35165;³ódzkie;SRW;1402;;CEIDG;2011-12-27;2020-10-20;ma stronê www;71;NIE;164;0;3280
6483;pomorskie;GDW;848;101-250 osób;KRS;1990-03-22;2019-03-27;ma stronê www;68;NIE;1 635;0;3270
49534;mazowieckie;WAW;907;2-5 osób;CEIDG;2009-07-08;2019-03-27;ma stronê www;72;NIE;163;1;3264
53908;zachodniopomorskie;SZW;98;;CEIDG;2013-11-19;2020-07-01;ma stronê www;72;NIE;163;0;3264
81030;zachodniopomorskie;SZW;1386;;CEIDG;2019-11-04;2019-11-29;ma stronê www;76;NIE;163;0;3264
22586;mazowieckie;WAW;1171;6-10 osób;CEIDG;2001-01-29;2020-03-02;ma stronê www;63;NIE;163;0;3255
6036;mazowieckie;PLW;755;1 osoba;CEIDG;1993-04-30;2020-09-28;ma stronê www;41;NIE;65;1;3254
57768;zachodniopomorskie;KSW;437;;CEIDG;2009-09-25;2020-02-26;ma stronê www;44;NIE;163;1;3250
29483;mazowieckie;WAW;1433;2-5 osób;CEIDG;2002-04-01;2019-08-29;ma stronê www;77;NIE;163;1;3250
43364;œl¹skie;RBW;526;;CEIDG;2015-05-04;2020-02-04;ma stronê www;52;NIE;163;0;3250
61330;zachodniopomorskie;SZW;1387;;CEIDG;2016-08-01;2019-11-19;ma stronê www;58;NIE;163;1;3250
48675;mazowieckie;GRW;755;11-20 osób;CEIDG;2001-10-10;2020-03-24;ma stronê www;76;NIE;163;1;3250
66772;mazowieckie;LNW;1386;;CEIDG;2018-01-05;2018-05-18;e-commerce;53;NIE;163;1;3250
73960;ma³opolskie;KRW;848;;CEIDG;2016-12-01;2020-07-30;ma stronê www;58;NIE;163;0;3250
79603;kujawsko-pomorskie;TOW;1574;;CEIDG;2019-07-08;2019-07-29;ma stronê www;44;NIE;162;0;3243
66240;mazowieckie;WAW;848;;CEIDG;2017-12-01;2018-12-21;e-commerce;53;NIE;162;0;3241
16472;mazowieckie;WAW;437;6-10 osób;CEIDG;1992-03-11;2020-06-01;ma stronê www;49;NIE;162;0;3240
27680;kujawsko-pomorskie;TOW;755;;CEIDG;2001-08-14;2020-09-30;nie ma strony www;;NIE;;0;3240
28003;kujawsko-pomorskie;BDW;1171;1 osoba;CEIDG;1997-01-02;2020-04-03;ma stronê www;77;NIE;65;0;3240
49546;kujawsko-pomorskie;BDW;1402;;CEIDG;2004-09-28;2020-05-05;e-commerce;80;NIE;162;0;3240
1363;dolnoœl¹skie;WBW;5;2-5 osób;CEIDG;1990-05-01;2020-04-30;nie ma strony www;;NIE;;0;3240
82465;dolnoœl¹skie;WRW;1574;;CEIDG;2020-05-05;2020-05-29;ma stronê www;80;NIE;162;0;3240
81462;ma³opolskie;NSW;1574;;CEIDG;2020-01-03;2020-03-25;nie ma strony www;;NIE;;0;3240
81494;lubelskie;ZMW;1171;;CEIDG;2020-01-02;2020-07-02;ma stronê www;49;NIE;162;0;3240
27548;pomorskie;ELW;98;11-20 osób;CEIDG;1995-05-15;2020-02-07;ma stronê www;74;NIE;162;0;3230
16061;ma³opolskie;KRW;10001;2-5 osób;CEIDG;2003-12-15;2020-06-30;ma stronê www;45;NIE;161;0;3229
28;podlaskie;SUW;1171;2-5 osób;CEIDG;1993-01-01;2019-09-04;nie ma strony www;;NIE;;0;3228
46948;œl¹skie;KTW;848;;CEIDG;2007-09-12;2020-02-07;ma stronê www;41;NIE;161;0;3224
31069;wielkopolskie;POW;1574;2-5 osób;CEIDG;1990-09-20;2020-09-11;ma stronê www;77;NIE;161;0;3220
1856;pomorskie;GDW;755;;CEIDG;2005-02-01;2020-03-04;ma stronê www;46;NIE;161;0;3218
7908;zachodniopomorskie;SZW;10001;2-5 osób;CEIDG;1990-06-01;2019-03-28;ma stronê www;45;NIE;161;0;3216
56861;warmiñsko-mazurskie;MZW;1171;;CEIDG;2013-07-17;2020-03-04;ma stronê www;62;NIE;161;0;3216
81665;œl¹skie;BBW;437;;CEIDG;2020-01-21;2020-01-22;ma stronê www;70;NIE;161;0;3216
48233;mazowieckie;WAW;755;;KRS;2015-10-06;2018-04-19;ma stronê www;42;NIE;161;0;3210
25961;ma³opolskie;KRW;5;1 osoba;CEIDG;2009-10-28;2020-02-26;ma stronê www;74;NIE;64;0;3204
32059;warmiñsko-mazurskie;MZW;1574;6-10 osób;CEIDG;1998-08-01;2020-03-30;ma stronê www;63;NIE;160;0;3202
20911;pomorskie;GDW;968;21-50 osób;CEIDG;2007-10-11;2019-02-13;ma stronê www;59;NIE;160;0;3200
25939;mazowieckie;GAW;10001;6-10 osób;CEIDG;2009-12-09;2019-10-16;ma stronê www;59;NIE;160;1;3200
9584;lubuskie;GWW;526;1 osoba;CEIDG;1993-04-14;2019-10-01;e-commerce;59;NIE;64;0;3200
64971;wielkopolskie;POW;5;;CEIDG;2017-10-02;2020-05-18;nie ma strony www;;NIE;;0;3200
6139;ma³opolskie;KRW;522;11-20 osób;CEIDG;1993-01-31;2019-04-11;ma stronê www;41;NIE;160;0;3200
17107;ma³opolskie;KRW;1171;6-10 osób;CEIDG;2003-09-01;2018-05-25;ma stronê www;61;NIE;160;0;3200
14392;dolnoœl¹skie;LGW;1171;1 osoba;CEIDG;1992-02-26;2020-07-06;ma stronê www;41;NIE;64;0;3200
60909;wielkopolskie;PIW;1433;;CEIDG;2016-10-03;2019-01-02;nie ma strony www;;NIE;;0;3200
72882;zachodniopomorskie;SZW;907;;CEIDG;2018-10-10;2020-02-11;ma stronê www;43;NIE;160;0;3200
11244;œwiêtokrzyskie;KIW;907;1 osoba;CEIDG;2002-09-03;2019-11-04;ma stronê www;71;NIE;64;0;3200
11557;mazowieckie;LNW;968;6-10 osób;CEIDG;1999-03-22;2020-06-01;e-commerce;71;NIE;160;0;3200
22034;pomorskie;GDW;98;6-10 osób;CEIDG;1996-12-01;2020-05-29;ma stronê www;77;NIE;160;0;3200
34392;mazowieckie;GAW;437;;CEIDG;2011-08-10;2020-09-02;ma stronê www;71;NIE;160;0;3200
31413;œl¹skie;RBW;522;1 osoba;KRS;2017-05-23;2020-05-05;ma stronê www;43;NIE;64;0;3200
60213;opolskie;OPW;98;;CEIDG;2017-04-04;2019-12-02;ma stronê www;50;NIE;160;0;3200
71064;kujawsko-pomorskie;WLW;437;2-5 osób;CEIDG;1986-04-01;2020-07-30;ma stronê www;53;NIE;160;1;3200
54959;podkarpackie;RZW;1574;;CEIDG;2011-07-01;2018-12-04;ma stronê www;57;NIE;160;0;3200
42885;wielkopolskie;PIW;848;6-10 osób;KRS;2013-11-20;2020-02-17;ma stronê www;79;NIE;160;0;3200
43441;œl¹skie;RBW;1402;;CEIDG;2015-06-01;2019-01-15;ma stronê www;74;NIE;160;1;3195
36933;œl¹skie;CZW;5;6-10 osób;CEIDG;2005-12-21;2020-09-23;ma stronê www;60;NIE;160;0;3192
9495;mazowieckie;SDW;437;2-5 osób;CEIDG;1999-10-28;2020-10-21;nie ma strony www;;NIE;;1;3190
67247;warmiñsko-mazurskie;OLW;848;;CEIDG;2018-01-02;2018-01-24;ma stronê www;42;NIE;160;0;3190
25353;lubelskie;LBW;755;6-10 osób;CEIDG;2002-06-01;2020-06-23;ma stronê www;42;NIE;159;0;3186,8
32301;ma³opolskie;KRW;907;1 osoba;CEIDG;2011-04-02;2020-03-24;ma stronê www;40;NIE;64;0;3186
22475;dolnoœl¹skie;JGW;1574;1 osoba;CEIDG;1996-12-01;2020-03-31;ma stronê www;40;NIE;64;0;3182
37813;dolnoœl¹skie;WBW;848;2-5 osób;CEIDG;2004-07-09;2020-07-23;ma stronê www;68;NIE;159;0;3180
24938;œwiêtokrzyskie;KIW;1171;6-10 osób;CEIDG;2005-02-19;2020-09-01;ma stronê www;71;TAK;159;1;3180
7028;ma³opolskie;NSW;10001;21-50 osób;KRS;1995-01-01;2020-01-29;ma stronê www;69;NIE;159;0;3178
79536;podlaskie;SUW;526;;CEIDG;2019-07-02;2019-11-29;ma stronê www;75;NIE;159;0;3171
67693;pomorskie;GDW;652;;CEIDG;2018-02-19;2020-06-02;ma stronê www;44;NIE;159;0;3170
73973;mazowieckie;GAW;1433;;CEIDG;2010-12-22;2018-07-10;ma stronê www;75;NIE;159;0;3170
57005;ma³opolskie;KRW;10001;;CEIDG;2000-07-17;2020-02-12;ma stronê www;57;NIE;158;0;3168
22306;ma³opolskie;KRW;652;6-10 osób;CEIDG;2006-06-16;2020-02-27;ma stronê www;59;NIE;158;0;3168
34363;ma³opolskie;NSW;10001;2-5 osób;CEIDG;2011-02-16;2020-02-04;ma stronê www;73;NIE;158;0;3168
20461;œl¹skie;KTW;5;6-10 osób;CEIDG;1994-03-01;2019-08-09;ma stronê www;62;NIE;158;1;3160
38504;mazowieckie;OSW;5;;CEIDG;2013-06-01;2019-09-23;ma stronê www;44;NIE;158;0;3160
23647;pomorskie;SLW;437;;CEIDG;2001-03-12;2020-10-02;ma stronê www;73;NIE;158;1;3160
41241;œl¹skie;CZW;1171;2-5 osób;CEIDG;2013-06-05;2020-09-30;ma stronê www;40;NIE;158;0;3159
35543;pomorskie;GDW;968;6-10 osób;CEIDG;2008-04-11;2020-09-02;ma stronê www;58;NIE;158;0;3158
34217;dolnoœl¹skie;WRW;755;;CEIDG;2010-02-22;2018-02-19;ma stronê www;59;NIE;158;0;3156
80470;zachodniopomorskie;SZW;411;;CEIDG;2018-09-02;2019-09-24;ma stronê www;56;NIE;158;0;3150,6
4312;lubelskie;LBW;907;2-5 osób;CEIDG;2007-02-01;2020-07-15;ma stronê www;62;NIE;158;0;3150
72117;œl¹skie;RBW;522;;CEIDG;2011-08-23;2018-10-22;ma stronê www;58;NIE;158;0;3150
50419;³ódzkie;SRW;5;;CEIDG;2014-07-08;2020-01-07;ma stronê www;67;NIE;158;0;3150
68115;mazowieckie;GAW;10001;;CEIDG;2018-03-19;2018-10-22;ma stronê www;42;NIE;158;0;3150
75323;lubelskie;LBW;98;;CEIDG;2018-06-04;2019-09-18;ma stronê www;40;NIE;158;0;3150
12820;opolskie;OPW;848;;CEIDG;1999-12-01;2020-06-24;ma stronê www;46;NIE;157;0;3146
54727;lubelskie;CHW;907;;CEIDG;2015-01-16;2018-11-22;nie ma strony www;;NIE;;1;3145
34287;lubelskie;LBW;437;1 osoba;CEIDG;2011-02-16;2019-12-04;ma stronê www;66;NIE;63;1;3144
41477;mazowieckie;PLW;437;;CEIDG;2014-03-17;2019-12-20;nie ma strony www;;NIE;;0;3144
66619;podlaskie;LMW;968;;CEIDG;2018-01-08;2020-02-17;ma stronê www;77;NIE;157;0;3140
78494;mazowieckie;PAW;1171;;CEIDG;2019-04-16;2020-09-23;nie ma strony www;;NIE;;0;3132
31141;œl¹skie;CZW;1574;2-5 osób;CEIDG;1997-05-16;2020-04-01;nie ma strony www;;NIE;;1;3130
51029;œwiêtokrzyskie;KIW;98;;CEIDG;2014-04-28;2019-11-22;ma stronê www;75;NIE;157;0;3130
